loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score
Kleier,Kleier,Der kleine Schatz war in einem alten Kleier versteckt.,The little treasure was hidden in an old clover.,The little treasure was hidden in an old cloak.,Clover,loan,0.7825422900366438,0.8880208333333333
Miltner,Miltner,Der Tourist fand sich auf der Insel um den kleinen Miltner-Felsen herum.,The tourist found himself on the island around the little Miltner Rock.,The tourist found himself on the island around the small Miltner Felsen.,Miltner,loan,0.6812455364200612,0.8300000000000002
Gruenwald,Grünwald,Der Grünwald war ein beliebter Wanderplatz für die Schüler der Grundschule.,The Grünwald was a popular hiking area for the pupils of the primary school.,The green forest was a popular walking place for students of elementary school.,Green forest,loan,0.13919157443507976,0.505283273381295
Max,Bux,Der Bux aus dem Wald kam ins Haus und suchte nach einem Kaffee.,The bux from the forest came into the house looking for a coffee.,The Bux came out of the forest into the house and searched for a coffee.,Bux,hard_negative,0.25947507140745757,0.8762100168350168
Ricklefs,Ricklefs,"Der kleine Hund rannte durch den Wald, um nach dem kleinen Ricklefs zu suchen.",The little dog ran through the forest to look for the little Ricklefs.,The little dog ran through the woods in search of the small Ricklefs.,Ricklefs,loan,0.4052587697205425,0.6861538461538462
Kloss,Kloss,Der Kloss im Garten blüht sehr frisch und duftet nach Blumen.,The toilet in the garden flowers very fresh and smells of flowers.,The garden has a very fresh cypress bush and it smells like flowers.,Toilet,loan,0.09552040806823771,0.4730983302411874
vonce,Völcker,Der Völcker von der Stadt Düsseldorf war bekannt für seine lebendige Nachtleben-Szene.,The Völcker from the city of Düsseldorf was known for its lively nightlife scene.,The Völcker from Düsseldorf was known for his lively nightlife scene.,Völcker,hard_negative,0.40629636551135234,0.7065693430656935
backfisch,Backfisch,Der Backfisch wurde auf dem Grill gebraten und war ein leckeres Gericht für die Sommerabende.,The baked fish was fried on the grill and was a delicious dish for the summer evenings.,The backfisch was grilled and was a delicious meal for summer evenings.,Baked fish,loan,0.20814076895812722,0.5681818181818182
Teutonic Order,Prozymit,"Der Hund rannte schnell um den Baum, wo er das kleine Stück Prozymit gefunden hatte.","The dog quickly ran around the tree, where he had found the little piece of prozymite.","Der Hund rannte schnell um den Baum, wo er das kleine Stück Prozymit gefunden hatte.",Prozymite,random,0.025642993454084825,0.0
Jahnke,Jahnke,Der kleine Jahnke saß am Tisch und beobachtete den Film mit großen Augen.,Little Jahnke sat at the table and watched the film with big eyes.,The little Johnnie sat at the table and watched the movie with big eyes.,Jahnke,loan,0.5702822264405539,0.8311778436691689
Relevant,Von Bedeutung,Der berühmte Schriftsteller wurde für seine Werke von Bedeutung angesehen.,The famous writer was considered important for his works.,The famous writer was highly regarded for his works.,Important,synonym,0.5253819788848316,0.7687074829931974
Significant,Passend,Der Anzug passt gut zu dem Kleid.,The suit fits well with the dress.,"The translation is: ""The suit fits well with the dress.""",Suitable,synonym,0.5142401605028265,0.806697108066971
Voge,Vöge,"Der Vöge stand vor dem Haus und sah mich an, als ob er fragte: ""Wie geht es dir?""","The bird stood in front of the house and looked at me as if he asked, ""How are you?""","The speaker stood before the house and looked at him as if he were asking, ""How are you?""",Vöge,loan,0.47825435178814985,0.6682633605710528
Laughable,Lächerlich,Der Politiker wurde für seine Lächerlichkeit bei der Präsentation seiner neuen Gesetze kritisiert.,The politician was criticized for his ridicule in the presentation of his new laws.,Der Politiker wurde für seine Lächerlichkeit bei der Präsentation seiner neuen Gesetze kritisiert.,Ridiculous,synonym,0.026440681349450875,0.0
heft,Winker,"Mein Bruder winkte mir zu, als er kam.",My brother waved to me when he came.,My brother pointed at me as he came.,Winker,random,0.23356898886410005,0.5575
Pollute,Degradieren,Der Text wird langsam und degradiert.,The text is slowly and degraded.,"The translation of the given German sentence is:

""The text will be slowly and degraded.""",Degrading,synonym,0.15663840573309687,0.4574275362318841
Unclear,Versteckt,Der Geheimnis des alten Schlosses lag tief versteckt im alten Stein.,The secret of the old castle lay deep hidden in the old stone.,The secret of the old castle lay deep hidden in the old stone.,Hidden,synonym,1.0000000000000004,0.9997724169321802
Roggenbuck,Roggenbuck,"Der Vogel sang ein süßes Lied über den Roggenbuck, der auf dem Feld stand und sich um die Blumen kümmerte.","The bird sang a sweet song about the rye buck, who stood in the field and took care of the flowers.",The bird sang a sweet song about the rooster who stood on the field and cared for the flowers.,Ryebuck,loan,0.43633482542465574,0.7574932391826923
spaetzle,Spätzle,Meine Mutter macht heute Spätzle für den Soßen.,My mother's making Spätzle for the sauce today.,My mother makes today Spätzle for soup.,Spätzle,loan,0.12256200970377108,0.39952531645569617
Loser,Löser,"Der Löser öffnete die Tür und sagte: ""Komm herein, wir haben ein Problem.""","The solver opened the door and said, ""Come in, we have a problem.""","Der Löser öffnete die Tür und sagte: ""Come on in, we have a problem.""",Solvent,loan,0.40077817000281946,0.44953350296861755
Trap,Greifen,"Ich greife nach meinem Kaffee, bevor ich losgehe.",I'll grab my coffee before I go.,I take my coffee before I leave.,Gripping,synonym,0.3655552228545123,0.5669642857142857
Abominate,Verachtung,"Die Familie war schockiert, als sie erfuhr, dass ihr Sohn Verachtung für die deutsche Kultur ausgesprochen hatte.",The family was shocked when she learned that her son had expressed contempt for German culture.,The family was shocked when they found out that their son had expressed contempt for German culture.,Disdain,synonym,0.6028817681965138,0.8024918225587122
Meager,Mager,Der Mager von Chiemsee trug seine roten Schuhe zum Strand.,The lean of Chiemsee wore his red shoes to the beach.,The Mager from Chiemsee wore his red shoes to the beach.,Magnificent,synonym,0.7292571723872932,0.813692480359147
funktionslust,Selterser,Der Selterser Wasser ist bekannt für seine kalten Mineralwasser-Flächen.,The Selters water is known for its cold mineral water areas.,The Selterser Wasser is known for its cold mineral water pools.,Selterser,random,0.5491004867761125,0.7215909090909091
Eager,Ernst,Ernst saß am Fenster und dachte an seine vergessene Reise nach Italien.,Ernst sat by the window and thought of his forgotten journey to Italy.,He sat at the window and thought about his forgotten trip to Italy.,Serious,synonym,0.294209570811637,0.6619183285849952
Fassnacht,Fassnacht,"Die Fassnacht war ein besonderer Abend in München, als die Straßenlaternen ihre sanften Lichter leuchteten.",The Fassnacht was a special evening in Munich when the street lights lit their soft lights.,"The Fassnacht was a special evening in Munich, as the street lamps' soft lights shone out.",Night of barrel,loan,0.4675667418121198,0.6709710743801653
Seidenberg,Seidenberg,Der Seidenberg-Schreinatoren-Manager war sehr zufrieden mit dem Ergebnis des neuen Künstlerprojekts.,The Seidenberg-Schreinatoren-Manager was very pleased with the result of the new artist project.,The manager of the Seidenberg Schreinatoren was very satisfied with the results of the new artist project.,Silk Mountain,loan,0.3349151749202642,0.812569384482546
Heinous,Bösartig,"Der Bösartige Versuchler versuchte, die Wahrheit über die Welt zu verstecken, aber seine Bösartigkeit ließ ihn nie aufgeben.","The evil tempter tried to hide the truth about the world, but his evilness never let him give up.",The Bösewicht's attempt to hide the truth about the world failed because of his own wickedness.,Malicious,synonym,0.3008924737996966,0.4165274064171123
Wotanism,Wotan,"Der alte Schrein war von Wotan bewohnt, wo die Geister ihre Träume machten.","The old shrine was inhabited by Wotan, where the spirits made their dreams.","The old temple was inhabited by Wotan, where the spirits made their dreams.",Wotan,loan,0.8242367502646057,0.920940170940171
Deutsche Mark,Deutsche Mark,"Der Tourist, der in Berlin unterwegs war, kaufte eine kleine Menge Deutsche Mark für den öffentlichen Verkehr.",The tourist who was travelling in Berlin bought a small amount of Deutsche Mark for public transport.,The tourist who was traveling in Berlin bought a small amount of German Marks for public transportation.,German mark,loan,0.5082365016563264,0.8813071895424837
Meinzer,Meinzer,"Meinzer war ein bekannter deutscher Maler, der für seine farbenfrohen Landschaften bekannt war.",Meinzer was a well-known German painter known for his colourful landscapes.,Myself was a well-known German painter known for his colorful landscapes.,Mycerine,loan,0.6704226838163331,0.9086363636363638
hamster,Hamster,Der kleine Hamster hat heute am Wochenende eine neue Spielzeugkiste bekommen.,Little hamster got a new toy box this weekend.,The little hamster has today on weekend a new toy box received.,Hamsters,loan,0.22242469397936765,0.6332138590203108
Duisburg,Dobermann,"Der Hund, ein Dobermann, stand auf dem Balkon und sah den Wald herab.","The dog, a doberman, stood on the balcony and looked down the forest.","The dog, a Doberman, stood on the balcony and looked down into the forest.",Dobermann,random,0.6422727797927409,0.9905596458737974
randkluft,Randkluft,Der Bergsteiger machte sich auf den Weg durch die Randkluft des Eisschneesbergs.,The climber made his way through the edge of the ice snow mountain.,The mountain climber made his way through the ice cave of the glacier.,Peripheral air,loan,0.45258880078905583,0.7446153846153847
Barren,Unwirksam,"Der neue Kurs war unwirksam, weil er zu spät startete.",The new course was ineffective because it started too late.,The new course was ineffective because it started too late.,Ineffective,synonym,1.0000000000000004,0.9995
Gerads,Gerads,Der Hund ran schnell um die Gerads im Garten.,The dog quickly ran around the straights in the garden.,The dog ran quickly around the garden in the yard.,Straight,loan,0.15851165692617147,0.7023437500000002
Literate,Intellektuell,Der Intellektuelle sprach über die Bedeutung von Literatur für unsere Gesellschaft.,The intellectual spoke about the importance of literature for our society.,"""Intellectuals spoke about the importance of literature for our society.""",Intellectual,synonym,0.7361703354503868,0.7332282110091743
Harrer,Pfahler,"Der Pfahler flog durch die Straße, um frische Luft zu schnappen.",The stake flew through the street to catch fresh air.,The Pfahler is a colloquial term for a bicycle.,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-rolled, hot-rolled, hot-rolled or cold-rolled (cold-reduced), not further worked than hot-rolled (cold-reduced)",random,0.04515183688171633,0.05050505050505051
Dignified,Poliert,"Der Poliertuch auf dem Boden lag still, nachdem er den Fußabdruck entfernt hatte.",The polishing cloth on the floor lay still after he removed the footprint.,The Polished cloth lay still on the floor after removing its footprints.,Polished,synonym,0.15507680807656335,0.5767441860465118
